smiles,compound_id
Cc1cc(-c2ccccc2)ccc1CCNB(O)O,NEW0350
Cc1ccccc1-c1ccc(CB(O)O)cc1,NEW0351
Cc1ccccc1-c1ccc(CCB(O)O)cc1,NEW0352
Cc1ccccc1-c1ccc(CCCB(O)O)cc1,NEW0353
Cc1ccccc1-c1ccc(CCCCB(O)O)cc1,NEW0354
Cc1ccccc1-c1ccc(CCCOB(O)O)cc1,NEW0355
Cc1ccccc1-c1ccc(CCCNB(O)O)cc1,NEW0356
Cc1ccccc1-c1ccc(B(O)O)cc1,NEW0357
Cc1ccccc1-c1ccc(CCOB(O)O)cc1,NEW0361
Cc1ccccc1-c1ccc(CCNB(O)O)cc1,NEW0362
OB(O)c1ccc(-c2ccc(Cl)cc2)cc1,NEW0363
OB(O)Cc1ccc(-c2ccc(Cl)cc2)cc1,NEW0364
OB(O)CCc1ccc(-c2ccc(Cl)cc2)cc1,NEW0365
OB(O)CCCc1ccc(-c2ccc(Cl)cc2)cc1,NEW0366
OB(O)OCCc1ccc(-c2ccc(Cl)cc2)cc1,NEW0367
OB(O)NCCc1ccc(-c2ccc(Cl)cc2)cc1,NEW0368
OB(O)c1ccc(-c2ccc(F)cc2)cc1,NEW0369
OB(O)Cc1ccc(-c2ccc(F)cc2)cc1,NEW0370
OB(O)CCc1ccc(-c2ccc(F)cc2)cc1,NEW0371
OB(O)CCCc1ccc(-c2ccc(F)cc2)cc1,NEW0372
OB(O)OCCc1ccc(-c2ccc(F)cc2)cc1,NEW0373
OB(O)NCCc1ccc(-c2ccc(F)cc2)cc1,NEW0374
OB(O)Cc1ccc(-c2ccncc2)cc1,NEW0375
OB(O)CCc1ccc(-c2ccncc2)cc1,NEW0376
OB(O)CCCc1ccc(-c2ccncc2)cc1,NEW0377
OB(O)OCCc1ccc(-c2ccncc2)cc1,NEW0378
OB(O)NCCc1ccc(-c2ccncc2)cc1,NEW0379
OB(O)c1ccc(-c2ccsc2)cc1,NEW0380
OB(O)Cc1ccc(-c2ccsc2)cc1,NEW0381
OB(O)CCc1ccc(-c2ccsc2)cc1,NEW0382
OB(O)CCCc1ccc(-c2ccsc2)cc1,NEW0383
OB(O)OCCc1ccc(-c2ccsc2)cc1,NEW0384
OB(O)NCCc1ccc(-c2ccsc2)cc1,NEW0385
OB(O)Cc1ccc(-c2ccoc2)cc1,NEW0386
OB(O)CCc1ccc(-c2ccoc2)cc1,NEW0387
OB(O)CCCc1ccc(-c2ccoc2)cc1,NEW0388
OB(O)OCCc1ccc(-c2ccoc2)cc1,NEW0389
OB(O)NCCc1ccc(-c2ccoc2)cc1,NEW0390
Nc1ccc(-c2ccc(B(O)O)cc2)cc1,NEW0391
Nc1ccc(-c2ccc(CB(O)O)cc2)cc1,NEW0392
Nc1ccc(-c2ccc(CCB(O)O)cc2)cc1,NEW0393
Nc1ccc(-c2ccc(CCCB(O)O)cc2)cc1,NEW0394
Nc1ccc(-c2ccc(CCOB(O)O)cc2)cc1,NEW0395
Nc1ccc(-c2ccc(CCNB(O)O)cc2)cc1,NEW0396
N#Cc1ccc(-c2ccc(B(O)O)cc2)cc1,NEW0397
N#Cc1ccc(-c2ccc(CB(O)O)cc2)cc1,NEW0398
N#Cc1ccc(-c2ccc(CCB(O)O)cc2)cc1,NEW0399
N#Cc1ccc(-c2ccc(CCCB(O)O)cc2)cc1,NEW0400
N#Cc1ccc(-c2ccc(CCOB(O)O)cc2)cc1,NEW0401
N#Cc1ccc(-c2ccc(CCNB(O)O)cc2)cc1,NEW0402
OB(O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,NEW0403
OB(O)Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,NEW0404
OB(O)CCc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,NEW0405
OB(O)CCCc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,NEW0406
OB(O)OCCc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,NEW0407
OB(O)NCCc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,NEW0408
OB(O)CCc1ccc2ccccc2c1,NEW0409
OB(O)CCCc1ccc2ccccc2c1,NEW0410
OB(O)OCCc1ccc2ccccc2c1,NEW0411
OB(O)NCCc1ccc2ccccc2c1,NEW0412
OB(O)CCCCc1ccc2ccccc2c1,NEW0415
OB(O)OCCCc1ccc2ccccc2c1,NEW0416
OB(O)NCCCc1ccc2ccccc2c1,NEW0417
Cc1c(CB(O)O)ccc2ccccc12,NEW0418
Cc1c(CCB(O)O)ccc2ccccc12,NEW0419
Cc1c(CCCB(O)O)ccc2ccccc12,NEW0420
Cc1c(CCOB(O)O)ccc2ccccc12,NEW0421
Cc1c(CCNB(O)O)ccc2ccccc12,NEW0422
OB(O)c1ccc2c(Cc3ccccc3)cccc2c1,NEW0423
OB(O)Cc1ccc2c(Cc3ccccc3)cccc2c1,NEW0424
OB(O)CCc1ccc2c(Cc3ccccc3)cccc2c1,NEW0425
OB(O)CCCc1ccc2c(Cc3ccccc3)cccc2c1,NEW0426
OB(O)OCCc1ccc2c(Cc3ccccc3)cccc2c1,NEW0427
OB(O)NCCc1ccc2c(Cc3ccccc3)cccc2c1,NEW0428
OB(O)CCc1ccc2ncccc2c1,NEW0429
OB(O)CCCc1ccc2ncccc2c1,NEW0430
OB(O)OCCc1ccc2ncccc2c1,NEW0431
OB(O)NCCc1ccc2ncccc2c1,NEW0432
OB(O)CCCCc1ccc2ncccc2c1,NEW0435
OB(O)OCCCc1ccc2ncccc2c1,NEW0436
OB(O)NCCCc1ccc2ncccc2c1,NEW0437
Cc1c(CB(O)O)ccc2ncccc12,NEW0438
Cc1c(CCB(O)O)ccc2ncccc12,NEW0439
Cc1c(CCCB(O)O)ccc2ncccc12,NEW0440
Cc1c(CCOB(O)O)ccc2ncccc12,NEW0441
Cc1c(CCNB(O)O)ccc2ncccc12,NEW0442
OB(O)CCc1ccc2cccnc2c1,NEW0443
OB(O)CCCc1ccc2cccnc2c1,NEW0444
OB(O)OCCc1ccc2cccnc2c1,NEW0445
OB(O)NCCc1ccc2cccnc2c1,NEW0446
OB(O)CCCCc1ccc2cccnc2c1,NEW0449
OB(O)OCCCc1ccc2cccnc2c1,NEW0450
OB(O)NCCCc1ccc2cccnc2c1,NEW0451
OB(O)CCCc1ccc2[nH]ccc2c1,NEW0452
OB(O)CCCCc1ccc2[nH]ccc2c1,NEW0453
OB(O)OCCCc1ccc2[nH]ccc2c1,NEW0454
OB(O)NCCCc1ccc2[nH]ccc2c1,NEW0455
OB(O)CCc1ccc2sccc2c1,NEW0456
OB(O)CCCc1ccc2sccc2c1,NEW0457
OB(O)OCCc1ccc2sccc2c1,NEW0458
OB(O)NCCc1ccc2sccc2c1,NEW0459
OB(O)C1CCCCC1c1ccccc1,NEW0460
OB(O)CC1CCCCC1c1ccccc1,NEW0461
OB(O)CCC1CCCCC1c1ccccc1,NEW0462
OB(O)CCCC1CCCCC1c1ccccc1,NEW0463
OB(O)OCCC1CCCCC1c1ccccc1,NEW0464
OB(O)NCCC1CCCCC1c1ccccc1,NEW0465
OB(O)C1CCNCC1c1ccccc1,NEW0466
OB(O)CC1CCNCC1c1ccccc1,NEW0467
OB(O)CCC1CCNCC1c1ccccc1,NEW0468
OB(O)CCCC1CCNCC1c1ccccc1,NEW0469
OB(O)OCCC1CCNCC1c1ccccc1,NEW0470
OB(O)NCCC1CCNCC1c1ccccc1,NEW0471
OB(O)c1ccc(CCc2ccccc2)cc1,NEW0472
OB(O)Cc1ccc(CCc2ccccc2)cc1,NEW0473
OB(O)CCc1ccc(CCc2ccccc2)cc1,NEW0474
OB(O)CCCc1ccc(CCc2ccccc2)cc1,NEW0475
OB(O)OCCc1ccc(CCc2ccccc2)cc1,NEW0476
OB(O)NCCc1ccc(CCc2ccccc2)cc1,NEW0477
OB(O)c1ccc(OCc2ccccc2)cc1,NEW0478
OB(O)Cc1ccc(OCc2ccccc2)cc1,NEW0479
OB(O)CCc1ccc(OCc2ccccc2)cc1,NEW0480
OB(O)CCCc1ccc(OCc2ccccc2)cc1,NEW0481
OB(O)OCCc1ccc(OCc2ccccc2)cc1,NEW0482
OB(O)NCCc1ccc(OCc2ccccc2)cc1,NEW0483
OB(O)c1ccc(NCc2ccccc2)cc1,NEW0484
OB(O)Cc1ccc(NCc2ccccc2)cc1,NEW0485
OB(O)CCc1ccc(NCc2ccccc2)cc1,NEW0486
OB(O)CCCc1ccc(NCc2ccccc2)cc1,NEW0487
OB(O)OCCc1ccc(NCc2ccccc2)cc1,NEW0488
OB(O)NCCc1ccc(NCc2ccccc2)cc1,NEW0489
O=C(Cc1ccc(B(O)O)cc1)N1CCCCC1,NEW0490
O=C(Cc1ccc(CB(O)O)cc1)N1CCCCC1,NEW0491
O=C(Cc1ccc(CCB(O)O)cc1)N1CCCCC1,NEW0492
O=C(Cc1ccc(CCCB(O)O)cc1)N1CCCCC1,NEW0493
O=C(Cc1ccc(CCOB(O)O)cc1)N1CCCCC1,NEW0494
O=C(Cc1ccc(CCNB(O)O)cc1)N1CCCCC1,NEW0495
OB(O)c1ccc(CN2CCCCC2)cc1,NEW0496
OB(O)Cc1ccc(CN2CCCCC2)cc1,NEW0497
OB(O)CCc1ccc(CN2CCCCC2)cc1,NEW0498
OB(O)CCCc1ccc(CN2CCCCC2)cc1,NEW0499
OB(O)OCCc1ccc(CN2CCCCC2)cc1,NEW0500
OB(O)NCCc1ccc(CN2CCCCC2)cc1,NEW0501
OB(O)c1ccc(CCN2CCCCC2)cc1,NEW0502
OB(O)Cc1ccc(CCN2CCCCC2)cc1,NEW0503
OB(O)CCc1ccc(CCN2CCCCC2)cc1,NEW0504
OB(O)CCCc1ccc(CCN2CCCCC2)cc1,NEW0505
OB(O)OCCc1ccc(CCN2CCCCC2)cc1,NEW0506
OB(O)NCCc1ccc(CCN2CCCCC2)cc1,NEW0507
O=C(c1ccccc1)c1ccc(B(O)O)cc1,NEW0508
O=C(c1ccccc1)c1ccc(CB(O)O)cc1,NEW0509
O=C(c1ccccc1)c1ccc(CCB(O)O)cc1,NEW0510
O=C(c1ccccc1)c1ccc(CCCB(O)O)cc1,NEW0511
O=C(c1ccccc1)c1ccc(CCOB(O)O)cc1,NEW0512
O=C(c1ccccc1)c1ccc(CCNB(O)O)cc1,NEW0513
O=C(c1ccc(B(O)O)cc1)N1CCCCC1,NEW0514
O=C(c1ccc(CB(O)O)cc1)N1CCCCC1,NEW0515
O=C(c1ccc(CCB(O)O)cc1)N1CCCCC1,NEW0516
O=C(c1ccc(CCCB(O)O)cc1)N1CCCCC1,NEW0517
O=C(c1ccc(CCOB(O)O)cc1)N1CCCCC1,NEW0518
O=C(c1ccc(CCNB(O)O)cc1)N1CCCCC1,NEW0519
OB(O)c1ccc(CCc2ccncc2)cc1,NEW0520
OB(O)Cc1ccc(CCc2ccncc2)cc1,NEW0521
OB(O)CCc1ccc(CCc2ccncc2)cc1,NEW0522
OB(O)CCCc1ccc(CCc2ccncc2)cc1,NEW0523
OB(O)OCCc1ccc(CCc2ccncc2)cc1,NEW0524
OB(O)NCCc1ccc(CCc2ccncc2)cc1,NEW0525
OB(O)c1ccc(CCc2ccsc2)cc1,NEW0526
OB(O)Cc1ccc(CCc2ccsc2)cc1,NEW0527
OB(O)CCc1ccc(CCc2ccsc2)cc1,NEW0528
OB(O)CCCc1ccc(CCc2ccsc2)cc1,NEW0529
OB(O)OCCc1ccc(CCc2ccsc2)cc1,NEW0530
OB(O)NCCc1ccc(CCc2ccsc2)cc1,NEW0531
CN(C)c1ccc(CCCB(O)O)cc1,NEW0532
CN(C)c1ccc(CCOB(O)O)cc1,NEW0533
CN(C)c1ccc(CCNB(O)O)cc1,NEW0534
OB(O)c1ccc(N2CCCCC2)cc1,NEW0535
OB(O)Cc1ccc(N2CCCCC2)cc1,NEW0536
OB(O)CCc1ccc(N2CCCCC2)cc1,NEW0537
OB(O)CCCc1ccc(N2CCCCC2)cc1,NEW0538
OB(O)OCCc1ccc(N2CCCCC2)cc1,NEW0539
OB(O)NCCc1ccc(N2CCCCC2)cc1,NEW0540
OB(O)Cc1ccc(C(F)(F)F)cc1,NEW0541
OB(O)CCc1ccc(C(F)(F)F)cc1,NEW0542
OB(O)CCCc1ccc(C(F)(F)F)cc1,NEW0543
OB(O)OCCc1ccc(C(F)(F)F)cc1,NEW0544
OB(O)NCCc1ccc(C(F)(F)F)cc1,NEW0545
COC(=O)c1ccc(CCB(O)O)cc1,NEW0546
COC(=O)c1ccc(CCCB(O)O)cc1,NEW0547
COC(=O)c1ccc(CCOB(O)O)cc1,NEW0548
COC(=O)c1ccc(CCNB(O)O)cc1,NEW0549
CS(=O)(=O)c1ccc(B(O)O)cc1,NEW0550
CS(=O)(=O)c1ccc(CB(O)O)cc1,NEW0551
CS(=O)(=O)c1ccc(CCB(O)O)cc1,NEW0552
CS(=O)(=O)c1ccc(CCCB(O)O)cc1,NEW0553
CS(=O)(=O)c1ccc(CCOB(O)O)cc1,NEW0554
CS(=O)(=O)c1ccc(CCNB(O)O)cc1,NEW0555
OB(O)CCCCc1ccc(Cl)cc1,NEW0556
OB(O)OCCCc1ccc(Cl)cc1,NEW0557
OB(O)NCCCc1ccc(Cl)cc1,NEW0558
CC(C)c1ccc(CCCB(O)O)cc1,NEW0559
CC(C)c1ccc(CCOB(O)O)cc1,NEW0560
CC(C)c1ccc(CCNB(O)O)cc1,NEW0561
CC(C)(C)c1ccc(CCB(O)O)cc1,NEW0562
CC(C)(C)c1ccc(CCCB(O)O)cc1,NEW0563
CC(C)(C)c1ccc(CCOB(O)O)cc1,NEW0564
CC(C)(C)c1ccc(CCNB(O)O)cc1,NEW0565
CCOc1ccc(CCCB(O)O)cc1,NEW0566
CCOc1ccc(CCOB(O)O)cc1,NEW0567
CCOc1ccc(CCNB(O)O)cc1,NEW0568
CC(C)Oc1ccc(CCB(O)O)cc1,NEW0569
CC(C)Oc1ccc(CCCB(O)O)cc1,NEW0570
CC(C)Oc1ccc(CCOB(O)O)cc1,NEW0571
CC(C)Oc1ccc(CCNB(O)O)cc1,NEW0572
CC(C)Cc1ccc(CCB(O)O)cc1,NEW0573
CC(C)Cc1ccc(CCCB(O)O)cc1,NEW0574
CC(C)Cc1ccc(CCOB(O)O)cc1,NEW0575
CC(C)Cc1ccc(CCNB(O)O)cc1,NEW0576
OCCc1ccc(CCCB(O)O)cc1,NEW0577
OCCc1ccc(CCOB(O)O)cc1,NEW0578
OCCc1ccc(CCNB(O)O)cc1,NEW0579
NCCc1ccc(CCCB(O)O)cc1,NEW0580
NCCc1ccc(CCOB(O)O)cc1,NEW0581
NCCc1ccc(CCNB(O)O)cc1,NEW0582
OB(O)c1ccnc(Cc2ccccc2)c1,NEW0583
OB(O)Cc1ccnc(Cc2ccccc2)c1,NEW0584
OB(O)CCc1ccnc(Cc2ccccc2)c1,NEW0585
OB(O)CCCc1ccnc(Cc2ccccc2)c1,NEW0586
OB(O)OCCc1ccnc(Cc2ccccc2)c1,NEW0587
OB(O)NCCc1ccnc(Cc2ccccc2)c1,NEW0588
OB(O)c1ccnc(N2CCCCC2)c1,NEW0589
OB(O)Cc1ccnc(N2CCCCC2)c1,NEW0590
OB(O)CCc1ccnc(N2CCCCC2)c1,NEW0591
OB(O)CCCc1ccnc(N2CCCCC2)c1,NEW0592
OB(O)OCCc1ccnc(N2CCCCC2)c1,NEW0593
OB(O)NCCc1ccnc(N2CCCCC2)c1,NEW0594
OB(O)CC1CCC(c2ccccc2)C1,NEW0595
OB(O)CCC1CCC(c2ccccc2)C1,NEW0596
OB(O)CCCC1CCC(c2ccccc2)C1,NEW0597
OB(O)OCCC1CCC(c2ccccc2)C1,NEW0598
OB(O)NCCC1CCC(c2ccccc2)C1,NEW0599
OB(O)C1CCC(Cc2ccccc2)C1,NEW0600
OB(O)CC1CCC(Cc2ccccc2)C1,NEW0601
OB(O)CCC1CCC(Cc2ccccc2)C1,NEW0602
OB(O)CCCC1CCC(Cc2ccccc2)C1,NEW0603
OB(O)OCCC1CCC(Cc2ccccc2)C1,NEW0604
OB(O)NCCC1CCC(Cc2ccccc2)C1,NEW0605
OB(O)C1CCC(Nc2ccccc2)C1,NEW0606
OB(O)CC1CCC(Nc2ccccc2)C1,NEW0607
OB(O)CCC1CCC(Nc2ccccc2)C1,NEW0608
OB(O)CCCC1CCC(Nc2ccccc2)C1,NEW0609
OB(O)OCCC1CCC(Nc2ccccc2)C1,NEW0610
OB(O)NCCC1CCC(Nc2ccccc2)C1,NEW0611
OB(O)C1CCC(Oc2ccccc2)C1,NEW0612
OB(O)CC1CCC(Oc2ccccc2)C1,NEW0613
OB(O)CCC1CCC(Oc2ccccc2)C1,NEW0614
OB(O)CCCC1CCC(Oc2ccccc2)C1,NEW0615
OB(O)OCCC1CCC(Oc2ccccc2)C1,NEW0616
OB(O)NCCC1CCC(Oc2ccccc2)C1,NEW0617
OB(O)C12CC(N3CCCCC3)CCC1C2,NEW0618
OB(O)CC12CC(N3CCCCC3)CCC1C2,NEW0619
OB(O)CCC12CC(N3CCCCC3)CCC1C2,NEW0620
OB(O)CCCC12CC(N3CCCCC3)CCC1C2,NEW0621
OB(O)OCCC12CC(N3CCCCC3)CCC1C2,NEW0622
OB(O)NCCC12CC(N3CCCCC3)CCC1C2,NEW0623
O=C(CC1CCC(B(O)O)C1)N1CCCC1,NEW0624
O=C(CC1CCC(CB(O)O)C1)N1CCCC1,NEW0625
O=C(CC1CCC(CCB(O)O)C1)N1CCCC1,NEW0626
O=C(CC1CCC(CCCB(O)O)C1)N1CCCC1,NEW0627
O=C(CC1CCC(CCOB(O)O)C1)N1CCCC1,NEW0628
O=C(CC1CCC(CCNB(O)O)C1)N1CCCC1,NEW0629
O=C(C1CCC(B(O)O)C1)N1CCCCC1,NEW0630
O=C(C1CCC(CB(O)O)C1)N1CCCCC1,NEW0631
O=C(C1CCC(CCB(O)O)C1)N1CCCCC1,NEW0632
O=C(C1CCC(CCCB(O)O)C1)N1CCCCC1,NEW0633
O=C(C1CCC(CCOB(O)O)C1)N1CCCCC1,NEW0634
O=C(C1CCC(CCNB(O)O)C1)N1CCCCC1,NEW0635
C1=CC2=NCN3CCCCC3=NN2C=C1,NEW0636
c1cc(CCN2CCCCC2)c2nn[nH]c2c1,NEW0637
c1cc2ncnc-2n(CCN2CCCCC2)c1,NEW0638
c1cc(CCN2CCCC2)c2nn[nH]c2c1,NEW0639
c1cc2ncnc-2n(CCN2CCCC2)c1,NEW0640
C1=CC2=NCN3CCOCC3=NN2C=C1,NEW0641
c1cc(CCN2CCOCC2)c2nn[nH]c2c1,NEW0642
c1cc2ncnc-2n(CCN2CCOCC2)c1,NEW0643
C1=CC2=NCN3CCNCC3=NN2C=C1,NEW0644
c1cc(CCN2CCNCC2)c2nn[nH]c2c1,NEW0645
c1cc2ncnc-2n(CCN2CCNCC2)c1,NEW0646
CC1CN(CCc2cccc3[nH]nnc23)C1,NEW0647
CC1CN(CCn2cccc3ncnc2-3)C1,NEW0648
CN1CCN(CCn2cnc3c2C(=O)NC3=O)C1,NEW0649
O=C1NC(=O)c2c1ncn2CCN1CCCCC1,NEW0650
Cc1onnc1-c1ccc(C(=O)O)cc1,NEW0656
O=C(O)c1ccc(-c2nnoc2Cl)cc1,NEW0657
O=C(O)c1ccc(-c2nnoc2C(F)(F)F)cc1,NEW0658
N#Cc1onnc1-c1ccc(C(=O)O)cc1,NEW0659
O=C(O)c1ccc(-c2nnoc2-c2ccccc2)cc1,NEW0660
O=C(O)c1ccc(-c2nnoc2-c2ccc(Cl)cc2)cc1,NEW0661
O=C(O)c1ccc(-c2nnoc2-c2ccncc2)cc1,NEW0662
COc1ccc(-c2onnc2-c2ccc(C(=O)O)cc2)cc1,NEW0663
Cc1cccc(-c2onnc2-c2ccc(C(=O)O)cc2)c1,NEW0664
Cc1cc(C(=O)O)ccc1-c1nn[nH]n1,NEW0665
Cc1ccc(-c2nn[nH]n2)c(C(=O)O)c1,NEW0666
CN1C(=O)C(N(c2ccc(N3CCCC3)cc2)c2ccnc(-c3ccc(S(N)(=O)=O)cc3)n2)N=C1C(=O)O,DIV-2109
COc1ccc(C=Cc2cc(O)c(OC)cc2OC)cc1O,DIV-3323
NS(=O)(=O)c1ccc(Cn2cc(C=Cc3cn(C4CNC(C(=O)O)C4)c(=O)[nH]c3=O)c(=O)[nH]c2=O)cc1,DIV-2016
c1ccc(-c2ccnc(-c3nccc(-c4nccc(Nc5nc6ccccc6s5)n4)n3)n2)cc1,DIV-1245
COc1cc(OC)c2c(c1)OC(c1ccc(S(N)(=O)=O)cc1)C(CCc1ccc(O)cc1)C2=O,DIV-2378
O=C1NCCC1c1ccnc(-c2ccnc(-c3ccnc(C4Oc5cc(O)ccc5CC4=O)n3)n2)n1,DIV-5478
CC1(C)SC2C(Nc3nccc(-c4nccc(CCc5ccc(O)cc5)n4)n3)C(=O)N2C1C(=O)O,DIV-5374
COc1ccc(C=Cc2cn(-c3ccnc(CCc4ccc(O)cc4)n3)c(=O)[nH]c2=O)cc1O,DIV-3765
COc1ccc(C=CC(=O)CC(=O)C=CC(=O)CCC(=O)C=Cc2ccc(O)c(OC)c2)cc1O,DIV-3428
O=C1Cc2ccc(O)cc2OC1c1ccnc(-c2nccc(CCc3ccc(O)cc3)n2)n1,DIV-5255
Oc1ccc(CCc2ccnc(N(c3ccc(N4CCCC4)cc3)c3ccc(N4CCCC4)cc3)n2)cc1,DIV-5214
O=C1NCCC1Sc1ccnc(-n2cc(C=Cc3ccc(O)cc3)c(=O)[nH]c2=O)n1,DIV-2599
COc1cc(OC)c(C=Cc2cn(Cc3ccnc(-c4nccc(C5CCNC5=O)n4)n3)c(=O)[nH]c2=O)cc1O,DIV-3899
COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(-c5ccc(O)cc5)n4)n3)c(=O)[nH]c2=O)cc1O,DIV-3504
COc1cc(OC)c2c(c1)OC(c1ccc(N3CCCC3)cc1)C(c1ccnc(-c3ccc(O)c(O)c3)n1)C2=O,DIV-4930
c1ccc(CN(c2ccc(N3CCCC3)cc2)c2nccc(-c3ccnc(-c4ccccc4)n3)n2)cc1,DIV-1618
CC1C(Sc2nccc(-c3nccc(Nc4nc5ccccc5s4)n3)n2)=C(C(=O)O)N2C(=O)C(C)(O)C12,DIV-1204
COc1cc(OC)c2c(c1)OC(Nc1ccccc1)C(c1ccnc(-c3ccc(O)c(O)c3)n1)C2=O,DIV-4931
O=c1[nH]c(=O)n(Cc2ccnc(-c3ccnc(-c4ccccc4)n3)n2)cc1C=Cc1ccc(O)cc1,DIV-4201
O=C1NCCC1Sc1ccnc(N(c2ccc(N3CCCC3)cc2)c2nc3ccccc3s2)n1,DIV-2728
O=C1NCCC1Sc1ccnc(-c2nccc(Nc3nc4ccccc4s3)n2)n1,DIV-1310
O=C(O)C1CC(Cn2cc(C=Cc3cn(Cc4ccnc(-c5ccccc5)n4)c(=O)[nH]c3=O)c(=O)[nH]c2=O)CN1,DIV-4170
COc1cc(OC)c2c(c1)OC(Nc1ccccc1)C(c1nccc(Cc3ccccc3)n1)C2=O,DIV-4559
COc1cc(OC)c2c(c1)OC(c1nccc(-c3ccc(S(N)(=O)=O)cc3)n1)C(Cc1ccccc1)C2=O,DIV-1904
O=C1NCCC1Sc1ccnc(N(c2ccc(N3CCCC3)cc2)c2ccnc(Cc3ccccc3)n2)n1,DIV-2752
COc1ccc(C=Cc2cn(-c3nccc(-c4ccnc(Cc5ccccc5)n4)n3)c(=O)[nH]c2=O)cc1O,DIV-3708
COc1cc(OC)c2c(c1)OC(C1CCNC1=O)C(c1ccnc(Nc3nc4ccccc4s3)n1)C2=O,DIV-0866
COc1cc(C=Cc2cn(-c3ccnc(Nc4nc5ccccc5s4)n3)c(=O)[nH]c2=O)ccc1O,DIV-0813
COc1ccc(C=CC(=O)CCC(=O)C=Cc2cn(C3N=C(C(=O)O)N(C)C3=O)c(=O)[nH]c2=O)cc1O,DIV-3587
NS(=O)(=O)c1ccc(-c2nccc(-c3nccc(-c4ccnc(C5CCNC5=O)n4)n3)n2)cc1,DIV-2279
NS(=O)(=O)c1ccc(-c2ccnc(-c3nccc(-c4nccc(-c5ccccc5)n4)n3)n2)cc1,DIV-1989
O=C(O)C1CC(c2ccnc(-c3nccc(-c4nccc(SC5CCNC5=O)n4)n3)n2)CN1,DIV-2649
O=C(O)C1CC(c2nccc(-c3nccc(Cn4cc(C=Cc5ccc(O)cc5)c(=O)[nH]c4=O)n3)n2)CN1,DIV-4195
COc1cc(OC)c2c(c1)OC(Cc1ccccc1)C(c1ccnc(SC3CCNC3=O)n1)C2=O,DIV-3205
c1ccc2sc(Nc3ccnc(-c4ccnc(-c5ccnc(Nc6nc7ccccc7s6)n5)n4)n3)nc2c1,DIV-1018
NS(=O)(=O)c1ccc(Cn2cc(C=Cc3cn(-c4ccccc4)c(=O)[nH]c3=O)c(=O)[nH]c2=O)cc1,DIV-2022
NS(=O)(=O)c1ccc(-c2ccnc(-c3ccnc(-c4ccnc(-c5ccc(O)cc5)n4)n3)n2)cc1,DIV-1843
O=C1NCCC1Sc1nccc(-c2ccnc(-c3nccc(-c4nc5ccccc5s4)n3)n2)n1,DIV-3058
c1ccc(-c2ccnc(Nc3nc4ccccc4s3)n2)cc1,DIV-0801
COc1ccc(C=Cc2cn(Cc3nccc(C4Oc5cc(O)ccc5CC4=O)n3)c(=O)[nH]c2=O)cc1O,DIV-3528
COc1ccc(C=Cc2cn(Cc3nccc(Nc4nc5ccccc5s4)n3)c(=O)[nH]c2=O)cc1O,DIV-1261
NS(=O)(=O)c1ccc(-c2ccnc(-c3ccc(S(N)(=O)=O)cc3)n2)cc1,DIV-1776
c1ccc2sc(Nc3nccc(-c4nccc(-c5nccc(-c6ccc(N7CCCC7)cc6)n5)n4)n3)nc2c1,DIV-1014
COc1ccc(C=Cc2cn(-c3ccnc(-c4ccnc(C5CCNC5=O)n4)n3)c(=O)[nH]c2=O)cc1O,DIV-3806
COc1cc(OC)c2c(c1)OC(c1ccccc1)C(c1nccc(-c3ccnc(-c4ccc(O)c(O)c4)n3)n1)C2=O,DIV-4528
O=C1NCCC1Sc1nccc(-c2nccc(C3CCNC3=O)n2)n1,DIV-3121
Oc1ccc(-c2nccc(-c3nccc(-c4ccnc(-c5nc6ccccc6s5)n4)n3)n2)cc1O,DIV-5086
O=C1NCCC1Sc1ccnc(N(c2ccc(N3CCCC3)cc2)c2cc(=O)c3c(O)cc(O)cc3o2)n1,DIV-2727
NS(=O)(=O)c1ccc(-c2ccnc(-c3ccnc(-c4nccc(-c5ccc(O)cc5)n4)n3)n2)cc1,DIV-1817
O=C(O)C1CC(c2ccnc(-c3nccc(SC4CCNC4=O)n3)n2)CN1,DIV-2791
NS(=O)(=O)c1ccc(-c2ccnc(-c3ccnc(-c4nccc(CCc5ccc(O)cc5)n4)n3)n2)cc1,DIV-1820
O=C1NCCC1Sc1nccc(-c2ccnc(CCc3ccc(O)cc3)n2)n1,DIV-2992
COc1cc(OC)c2c(c1)OC(Nc1ccccc1)C(SC1CCNC1=O)C2=O,DIV-2883
COc1cc(OC)c2c(c1)OC(CCc1ccc(O)cc1)C(c1ccnc(-c3ccc(O)c(O)c3)n1)C2=O,DIV-4934
O=C1NCCC1Sc1ccnc(-c2ccnc(-c3ccnc(-c4ccccc4)n3)n2)n1,DIV-2684
O=C1NCCC1Sc1nccc(-c2ccnc(N(Cc3ccccc3)c3ccc(N4CCCC4)cc3)n2)n1,DIV-1613
O=C1NCCC1Sc1ccnc(-c2ccnc(N(c3ccc(N4CCCC4)cc3)c3ccc(O)c(O)c3)n2)n1,DIV-2687
